condition,detection_reasons,expelled,expulsion_event_index,expulsion_round,family,intensity,scenario_id
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,low,R2_wash_trading_self_donation_low_seed03
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,low,R2_wash_trading_self_donation_low_seed03
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,low,R2_wash_trading_self_donation_low_seed04
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,low,R2_wash_trading_self_donation_low_seed04
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,low,R2_wash_trading_self_donation_low_seed05
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,low,R2_wash_trading_self_donation_low_seed05
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,medium,R2_wash_trading_self_donation_medium_seed01
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,medium,R2_wash_trading_self_donation_medium_seed01
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,medium,R2_wash_trading_self_donation_medium_seed02
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,medium,R2_wash_trading_self_donation_medium_seed02
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,medium,R2_wash_trading_self_donation_medium_seed03
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,medium,R2_wash_trading_self_donation_medium_seed03
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,medium,R2_wash_trading_self_donation_medium_seed04
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,medium,R2_wash_trading_self_donation_medium_seed04
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,medium,R2_wash_trading_self_donation_medium_seed05
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,medium,R2_wash_trading_self_donation_medium_seed05
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,high,R2_wash_trading_self_donation_high_seed01
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,high,R2_wash_trading_self_donation_high_seed01
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,high,R2_wash_trading_self_donation_high_seed02
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,high,R2_wash_trading_self_donation_high_seed02
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,high,R2_wash_trading_self_donation_high_seed03
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,high,R2_wash_trading_self_donation_high_seed03
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,high,R2_wash_trading_self_donation_high_seed04
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,high,R2_wash_trading_self_donation_high_seed04
B1_rules_mutable,,False,,,R2_wash_trading_self_donation,high,R2_wash_trading_self_donation_high_seed05
C1_vukzero_accountability,,False,,,R2_wash_trading_self_donation,high,R2_wash_trading_self_donation_high_seed05
B1_rules_mutable,,False,,,R3_collusive_endorsements,low,R3_collusive_endorsements_low_seed01
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,low,R3_collusive_endorsements_low_seed01
B1_rules_mutable,,False,,,R3_collusive_endorsements,low,R3_collusive_endorsements_low_seed02
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,low,R3_collusive_endorsements_low_seed02
B1_rules_mutable,,False,,,R3_collusive_endorsements,low,R3_collusive_endorsements_low_seed03
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,low,R3_collusive_endorsements_low_seed03
B1_rules_mutable,,False,,,R3_collusive_endorsements,low,R3_collusive_endorsements_low_seed04
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,low,R3_collusive_endorsements_low_seed04
B1_rules_mutable,,False,,,R3_collusive_endorsements,low,R3_collusive_endorsements_low_seed05
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,low,R3_collusive_endorsements_low_seed05
B1_rules_mutable,,False,,,R3_collusive_endorsements,medium,R3_collusive_endorsements_medium_seed01
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,medium,R3_collusive_endorsements_medium_seed01
B1_rules_mutable,,False,,,R3_collusive_endorsements,medium,R3_collusive_endorsements_medium_seed02
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,medium,R3_collusive_endorsements_medium_seed02
B1_rules_mutable,,False,,,R3_collusive_endorsements,medium,R3_collusive_endorsements_medium_seed03
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,medium,R3_collusive_endorsements_medium_seed03
B1_rules_mutable,,False,,,R3_collusive_endorsements,medium,R3_collusive_endorsements_medium_seed04
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,medium,R3_collusive_endorsements_medium_seed04
B1_rules_mutable,,False,,,R3_collusive_endorsements,medium,R3_collusive_endorsements_medium_seed05
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,medium,R3_collusive_endorsements_medium_seed05
B1_rules_mutable,,False,,,R3_collusive_endorsements,high,R3_collusive_endorsements_high_seed01
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,high,R3_collusive_endorsements_high_seed01
B1_rules_mutable,,False,,,R3_collusive_endorsements,high,R3_collusive_endorsements_high_seed02
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,high,R3_collusive_endorsements_high_seed02
B1_rules_mutable,,False,,,R3_collusive_endorsements,high,R3_collusive_endorsements_high_seed03
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,high,R3_collusive_endorsements_high_seed03
B1_rules_mutable,,False,,,R3_collusive_endorsements,high,R3_collusive_endorsements_high_seed04
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,high,R3_collusive_endorsements_high_seed04
B1_rules_mutable,,False,,,R3_collusive_endorsements,high,R3_collusive_endorsements_high_seed05
C1_vukzero_accountability,,False,,,R3_collusive_endorsements,high,R3_collusive_endorsements_high_seed05
B1_rules_mutable,,False,,,R4_delayed_rug_pull,low,R4_delayed_rug_pull_low_seed01
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,low,R4_delayed_rug_pull_low_seed01
B1_rules_mutable,,False,,,R4_delayed_rug_pull,low,R4_delayed_rug_pull_low_seed02
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,low,R4_delayed_rug_pull_low_seed02
B1_rules_mutable,,False,,,R4_delayed_rug_pull,low,R4_delayed_rug_pull_low_seed03
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,low,R4_delayed_rug_pull_low_seed03
B1_rules_mutable,,False,,,R4_delayed_rug_pull,low,R4_delayed_rug_pull_low_seed04
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,low,R4_delayed_rug_pull_low_seed04
B1_rules_mutable,,False,,,R4_delayed_rug_pull,low,R4_delayed_rug_pull_low_seed05
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,low,R4_delayed_rug_pull_low_seed05
B1_rules_mutable,,False,,,R4_delayed_rug_pull,medium,R4_delayed_rug_pull_medium_seed01
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,medium,R4_delayed_rug_pull_medium_seed01
B1_rules_mutable,,False,,,R4_delayed_rug_pull,medium,R4_delayed_rug_pull_medium_seed02
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,medium,R4_delayed_rug_pull_medium_seed02
B1_rules_mutable,,False,,,R4_delayed_rug_pull,medium,R4_delayed_rug_pull_medium_seed03
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,medium,R4_delayed_rug_pull_medium_seed03
B1_rules_mutable,,False,,,R4_delayed_rug_pull,medium,R4_delayed_rug_pull_medium_seed04
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,medium,R4_delayed_rug_pull_medium_seed04
B1_rules_mutable,,False,,,R4_delayed_rug_pull,medium,R4_delayed_rug_pull_medium_seed05
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,medium,R4_delayed_rug_pull_medium_seed05
B1_rules_mutable,,False,,,R4_delayed_rug_pull,high,R4_delayed_rug_pull_high_seed01
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,high,R4_delayed_rug_pull_high_seed01
B1_rules_mutable,,False,,,R4_delayed_rug_pull,high,R4_delayed_rug_pull_high_seed02
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,high,R4_delayed_rug_pull_high_seed02
B1_rules_mutable,,False,,,R4_delayed_rug_pull,high,R4_delayed_rug_pull_high_seed03
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,high,R4_delayed_rug_pull_high_seed03
B1_rules_mutable,,False,,,R4_delayed_rug_pull,high,R4_delayed_rug_pull_high_seed04
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,high,R4_delayed_rug_pull_high_seed04
B1_rules_mutable,,False,,,R4_delayed_rug_pull,high,R4_delayed_rug_pull_high_seed05
C1_vukzero_accountability,,False,,,R4_delayed_rug_pull,high,R4_delayed_rug_pull_high_seed05
